,calibrat,FistDown,FistDown,FlatHand,FlatHand,FlatHand,FlatHand,FlickFin,FlickFin,FlickHan,FlickHan,GrabAndR,GrabAndR,HandGun,HandGunA,HangupPh,PickupPh,PressBut,Pull,Push,Shake,SlideLef,SlideRig,SnapFing,TapOnce,TapThric,TapTwice,ThumbUpA,ThumbUpA,ThumbUpA,ThumbUpA,TurnButt,TurnButt,
calibrat,38,5,0,2,7,1,0,0,0,0,0,0,2,30,6,0,0,0,0,0,1,0,0,2,3,0,0,0,0,1,1,0,1
FistDown,1,62,6,0,2,0,0,0,1,2,0,0,0,2,5,0,0,0,0,1,0,0,0,9,3,0,5,0,0,0,1,0,0
FistDown,0,11,69,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3,4,1,7,1,0,1,0,0,0
FlatHand,7,3,4,17,15,0,1,1,5,0,0,0,0,6,6,1,1,0,0,1,0,0,0,1,6,0,5,13,3,3,0,0,1
FlatHand,0,7,0,12,18,2,2,1,6,3,0,1,1,8,2,0,2,1,0,0,0,0,0,11,2,1,6,3,8,0,0,2,1
FlatHand,1,1,0,2,4,9,3,3,0,2,0,6,0,0,0,3,4,0,1,2,0,0,0,4,1,1,1,1,2,26,3,17,3
FlatHand,0,3,1,5,3,6,6,1,0,0,0,0,12,3,5,0,3,1,0,2,0,0,0,3,2,2,0,1,2,8,13,6,12
FlickFin,0,0,0,2,2,3,2,25,3,43,5,0,0,0,0,1,0,0,0,0,0,4,1,4,0,0,0,0,0,0,1,4,0
FlickFin,0,3,0,3,2,0,1,8,16,3,37,0,1,0,1,0,1,2,0,0,2,0,8,5,1,0,0,1,2,0,3,0,0
FlickHan,0,0,0,0,2,2,0,49,0,14,0,1,1,0,0,5,1,1,0,0,0,13,2,5,1,0,1,1,0,0,0,1,0
FlickHan,0,0,1,0,1,0,0,5,38,12,22,0,1,0,0,1,3,1,0,2,0,0,6,1,1,0,0,2,1,2,0,0,0
GrabAndR,0,0,1,0,2,13,1,0,1,2,0,22,7,0,0,2,2,1,0,0,0,0,0,1,0,2,3,0,1,10,1,25,3
GrabAndR,0,4,1,1,1,1,2,1,0,0,1,5,28,0,0,0,1,1,4,0,1,0,0,5,3,1,1,2,3,0,9,2,22
HandGun,24,8,0,5,2,0,1,1,0,1,0,0,0,29,13,0,0,3,0,1,0,0,0,0,6,0,0,1,1,1,3,0,0
HandGunA,9,12,12,8,2,0,1,0,0,0,0,0,0,15,11,0,0,0,2,0,0,0,1,3,10,1,5,4,2,2,0,0,0
HangupPh,3,2,0,0,4,5,0,5,1,5,3,4,3,0,0,20,4,2,1,5,0,7,3,0,0,0,1,1,6,2,6,6,1
PickupPh,0,0,0,1,1,3,1,1,1,1,1,6,2,1,0,8,25,2,8,2,0,5,4,2,2,0,5,4,3,0,3,4,4
PressBut,0,1,0,2,4,1,2,5,3,2,3,3,3,1,1,7,3,8,0,21,0,4,0,12,1,0,1,2,7,0,1,1,1
Pull,0,5,1,3,1,1,0,1,3,1,1,5,6,1,4,2,7,4,18,2,0,4,0,4,4,1,9,0,2,6,1,0,3
Push,0,2,1,11,4,1,1,5,1,0,5,1,0,1,4,5,2,9,1,16,0,0,0,11,2,0,3,4,4,1,3,0,2
Shake,0,0,0,0,0,1,0,3,7,3,2,0,1,0,0,0,0,0,1,0,71,0,0,2,0,0,0,2,0,3,0,0,4
SlideLef,0,0,0,0,0,3,0,9,2,25,0,1,0,0,0,3,6,1,0,0,0,28,6,0,1,3,2,3,0,0,0,4,3
SlideRig,0,0,0,0,0,1,1,3,16,7,15,0,2,0,0,3,3,3,0,2,0,8,28,0,1,2,0,1,1,0,0,0,3
SnapFing,0,12,3,0,1,0,1,4,1,1,1,5,2,0,0,1,6,2,0,1,0,0,0,42,4,1,3,1,2,3,2,1,0
TapOnce,2,13,6,3,4,1,0,0,0,1,3,0,0,3,8,0,0,0,1,0,0,0,0,19,14,1,7,0,3,6,1,2,2
TapThric,2,7,2,1,1,0,3,1,1,0,0,3,4,7,3,0,1,6,2,0,0,3,0,3,3,14,27,0,0,0,0,5,1
TapTwice,1,7,21,3,2,0,1,0,0,0,1,0,1,3,5,0,1,0,3,1,0,2,0,3,9,12,18,0,3,2,0,0,1
ThumbUpA,2,4,8,7,1,1,1,4,3,0,0,1,2,1,7,5,4,2,3,5,0,3,0,4,0,0,4,17,5,3,3,0,0
ThumbUpA,3,8,0,6,8,1,2,2,2,1,2,1,0,4,9,5,2,7,1,1,0,0,0,6,2,4,6,3,9,3,1,0,1
ThumbUpA,2,2,3,3,6,12,1,0,1,4,1,9,0,3,2,1,0,1,2,0,2,0,0,6,3,0,2,8,3,4,2,17,0
ThumbUpA,6,2,0,2,2,4,14,0,5,0,0,0,13,3,1,2,0,2,0,1,3,0,3,2,1,0,2,3,16,1,5,0,7
TurnButt,1,2,0,0,1,22,2,0,0,2,0,26,0,0,0,5,0,0,1,0,0,1,0,3,0,0,3,0,2,19,3,2,5
TurnButt,3,1,0,0,0,2,16,2,1,0,0,3,24,0,0,2,1,4,1,4,0,0,2,2,1,0,0,1,3,3,7,5,12
,0.38,0.62,0.69,0.17,0.18,0.09,0.06,0.25,0.16,0.14,0.22,0.22,0.28,0.29,0.11,0.2,0.25,0.08,0.18,0.16,0.71,0.28,0.28,0.42,0.14,0.14,0.18,0.17,0.09,0.04,0.05,0.02,0.12
