,calibrat,FistDown,FistDown,FlatHand,FlatHand,FlatHand,FlatHand,FlickFin,FlickFin,FlickHan,FlickHan,GrabAndR,GrabAndR,HandGun,HandGunA,HangupPh,PickupPh,PressBut,Pull,Push,Shake,SlideLef,SlideRig,SnapFing,TapOnce,TapThric,TapTwice,ThumbUpA,ThumbUpA,ThumbUpA,ThumbUpA,TurnButt,TurnButt,
calibrat,12,10,3,7,4,0,3,0,0,0,1,1,0,20,7,0,1,3,0,2,1,0,0,3,3,2,8,3,1,2,3,0,0
FistDown,4,32,12,0,3,0,0,0,0,0,0,0,0,8,6,0,1,1,1,1,0,0,0,12,5,1,2,4,6,0,1,0,0
FistDown,3,9,36,3,3,1,1,0,0,0,0,0,2,1,5,0,1,0,2,1,0,0,0,2,5,2,13,3,4,1,0,2,0
FlatHand,4,6,10,11,7,1,1,3,0,1,2,2,1,4,3,0,3,2,4,3,0,1,0,5,7,1,5,5,4,3,0,1,0
FlatHand,6,12,2,9,8,3,1,3,1,1,0,3,2,4,6,1,4,1,2,4,0,0,0,8,5,1,2,2,6,1,0,2,0
FlatHand,3,3,0,7,2,6,7,5,2,4,2,8,2,2,1,0,0,0,1,2,0,0,0,5,4,1,3,2,1,5,4,12,6
FlatHand,4,4,2,3,2,8,5,2,2,1,3,4,8,2,3,3,1,5,1,1,4,0,1,1,1,2,0,3,2,8,6,1,7
FlickFin,0,2,0,1,5,4,0,16,5,21,6,1,3,0,1,2,0,1,5,6,0,2,3,5,2,0,1,0,4,1,0,1,2
FlickFin,0,5,3,1,3,3,3,9,11,10,13,0,2,1,1,3,2,2,1,3,0,0,3,5,1,0,1,1,4,3,1,1,4
FlickHan,0,0,0,2,2,5,0,14,10,11,13,2,1,0,0,5,2,4,3,4,0,5,1,2,3,0,0,0,1,5,2,1,2
FlickHan,0,4,0,1,0,0,1,12,16,10,20,2,1,0,0,3,2,2,2,2,0,1,2,4,1,0,2,2,2,0,1,5,2
GrabAndR,2,1,4,0,0,4,4,4,2,3,3,10,13,0,4,3,4,2,0,2,0,2,2,3,2,3,4,1,1,8,2,6,1
GrabAndR,1,4,0,0,4,2,4,2,0,3,5,4,12,2,2,3,2,0,6,1,0,2,0,13,1,0,3,2,3,3,7,3,6
HandGun,12,22,1,2,4,2,1,1,0,0,0,1,2,13,8,0,0,4,1,4,0,0,0,3,5,0,3,4,4,3,0,0,0
HandGunA,6,12,6,14,6,0,2,0,2,1,0,0,1,9,10,1,1,1,2,1,0,0,0,3,5,3,4,3,2,4,0,0,1
HangupPh,0,1,0,2,4,5,3,8,4,7,7,1,3,2,0,8,3,7,7,4,0,5,5,1,2,2,1,1,2,2,1,1,1
PickupPh,0,2,1,0,2,3,0,7,4,6,3,3,4,0,0,6,8,7,4,4,0,2,4,5,1,1,1,5,6,2,2,3,4
PressBut,1,1,1,2,1,4,2,6,3,8,3,2,1,2,1,10,10,6,3,2,0,2,1,8,2,1,1,3,5,1,1,0,6
Pull,1,6,2,4,4,2,3,4,3,8,3,1,2,1,2,2,8,1,7,4,1,1,1,3,3,3,3,5,2,2,2,1,5
Push,2,5,2,3,4,0,1,3,6,3,7,2,1,3,2,3,6,7,3,6,0,0,2,5,0,0,3,5,4,2,2,5,3
Shake,1,0,2,1,0,0,2,8,11,5,10,5,1,0,0,1,0,2,1,2,40,0,0,2,0,0,0,0,1,1,1,0,3
SlideLef,0,0,1,0,0,4,1,4,6,7,4,5,5,0,0,5,5,3,2,2,0,19,8,0,1,1,1,3,3,5,1,2,2
SlideRig,0,0,0,0,0,1,5,2,8,10,7,2,5,0,0,4,5,0,1,1,0,11,17,3,2,2,1,0,1,0,5,5,2
SnapFing,0,14,2,4,5,0,2,4,5,2,1,0,0,0,2,0,3,2,6,4,0,1,0,23,3,0,2,1,6,5,1,1,1
TapOnce,3,9,3,3,9,3,1,2,2,2,1,1,1,3,4,2,0,4,4,1,1,1,0,16,7,2,3,6,3,0,0,3,0
TapThric,5,12,5,5,6,0,3,0,0,1,0,4,6,5,5,2,1,0,2,3,1,0,0,3,3,5,4,9,5,2,0,3,0
TapTwice,3,9,16,4,7,2,0,0,1,2,0,1,3,1,5,3,4,1,6,3,0,0,0,8,3,4,6,2,3,1,1,1,0
ThumbUpA,4,4,5,4,3,3,0,1,3,0,1,1,0,3,7,3,7,5,4,3,0,1,1,7,4,2,7,6,2,2,5,1,1
ThumbUpA,2,8,2,4,8,2,4,2,1,3,4,0,2,3,8,0,1,2,3,3,0,1,0,5,5,2,5,2,6,7,4,1,0
ThumbUpA,1,7,2,2,5,6,1,2,6,5,0,4,4,3,4,0,3,3,1,0,0,1,0,8,2,0,3,2,3,10,6,3,3
ThumbUpA,3,6,5,3,1,3,4,2,4,1,6,5,6,2,3,1,6,1,1,3,0,2,2,2,0,1,1,2,4,4,3,4,9
TurnButt,0,1,5,2,2,9,2,6,5,4,2,10,4,1,0,3,5,1,4,2,0,0,0,3,1,1,2,4,2,8,2,3,6
TurnButt,0,5,0,1,3,2,5,2,5,4,6,4,9,1,1,1,2,0,3,1,4,3,1,6,1,1,2,2,2,3,3,8,9
,0.12,0.32,0.36,0.11,0.08,0.06,0.05,0.16,0.11,0.11,0.2,0.1,0.12,0.13,0.1,0.08,0.08,0.06,0.07,0.06,0.4,0.19,0.17,0.23,0.07,0.05,0.06,0.06,0.06,0.1,0.03,0.03,0.09
