Timestamp, Orientation x, Orientation y, Orientation z, Orientation w, Acceleration x, Acceleration y, Acceleration z, Rotation x, Rotation y, Rotation z, EMG 0, EMG 1, EMG 2, EMG 3, EMG 4, EMG 5, EMG 6, EMG 7
0,-2570,4628,13782,7102,1829,6408,-426,9,32,15,0,0,0,0,0,0,0,0
793,-2569,4622,13783,7105,1813,6419,-424,9,32,3,0,0,0,0,0,0,0,0
14333,-2566,4617,13785,7106,1824,6411,-440,5,22,-6,0,0,0,0,0,0,0,0
36833,-2565,4616,13785,7106,1829,6379,-431,-8,12,4,0,0,0,0,0,0,0,0
51855,-2566,4613,13787,7105,1844,6380,-434,10,20,-3,0,0,0,0,0,0,0,0
67440,-2566,4613,13787,7105,1844,6380,-434,10,20,-3,67,69,42,39,62,127,184,96
74431,-2564,4606,13792,7099,1826,6402,-442,51,13,-13,67,69,42,39,62,127,184,96
89958,-2564,4606,13792,7099,1826,6402,-442,51,13,-13,61,63,39,38,61,130,182,102
96880,-2562,4602,13796,7096,1830,6398,-447,23,9,-9,61,63,39,38,61,130,182,102
113196,-2562,4602,13796,7096,1830,6398,-447,23,9,-9,54,58,38,40,56,114,184,103
114882,-2562,4600,13798,7093,1838,6377,-439,17,11,4,54,58,38,40,56,114,184,103
127420,-2562,4600,13798,7093,1838,6377,-439,17,11,4,53,54,38,42,58,110,188,103
134372,-2562,4594,13802,7089,1827,6385,-434,36,18,-9,53,54,38,42,58,110,188,103
149929,-2562,4594,13802,7089,1827,6385,-434,36,18,-9,49,46,37,44,64,116,181,102
156867,-2561,4591,13806,7084,1829,6382,-440,41,9,-2,49,46,37,44,64,116,181,102
173101,-2561,4591,13806,7084,1829,6382,-440,41,9,-2,47,45,35,43,68,104,166,102
174830,-2563,4590,13807,7081,1838,6381,-430,28,14,14,47,45,35,43,68,104,166,102
187442,-2563,4590,13807,7081,1838,6381,-430,28,14,14,49,45,37,46,76,112,154,77
194410,-2566,4588,13809,7077,1840,6378,-430,30,16,11,49,45,37,46,76,112,154,77
209946,-2566,4588,13809,7077,1840,6378,-430,30,16,11,51,50,41,50,82,137,174,82
216902,-2569,4584,13813,7072,1838,6385,-427,53,23,6,51,50,41,50,82,137,174,82
